channel_order,channel_name,program_order,program_title,start_time_raw,end_time_raw,duration_raw,release_year,rating,genres_raw,season_number,episode_number,episode_title,synopsis
111,WEATH,2,Storm of Suspicion,2:00 PM,3:00 PM,1 hr,2023,,Crime,4,22,Hurricane Hampered,"As Palm Beach, Fla., prepares for the incoming impact of Hurricane Andrew, a mother and her daughter are suddenly murdered in their home so the police team up with a forensic meteorologist to..."
111,WEATH,3,Storm of Suspicion,3:00 PM,4:00 PM,1 hr,2024,,Crime,5,9,Burned in a Blackout,"Some time after Hurricane Ivan arrives and wreaks havoc across the state of Alabama, emergency responders discover a woman's charred remains hidden deep beneath the rubble and wonder how she..."
112,HBOEAL,2,House of the Dragon,1:37 PM,2:15 PM,1 hr 7 min,2026,TV-MA,Action / Adventure / Drama / Fantasy,3,5,Unbowed and Unbent,"As the search for Aemond and Vhagar continues, Daemon attempts to control the spiraling situation in King's Landing."
112,HBOEAL,3,"Life, Larry and the Pursuit of Unhappiness",2:15 PM,3:55 PM,38 min,2026,,,,,,"President and Mrs. Obama want to honor America's 250th anniversary and celebrate the history of the nation on the occasion, but then Larry David calls."
113,HBO2,2,Deadpool 2,2:34 PM,3:42 PM,2 hrs,2018,R,,,,,"After Wade Wilson, also known as Deadpool, suffers from a personal tragedy, he decides to form his own team of super-powered mutants, in order to save a young and angry mutant who is targeted..."
115,HBOSIG,2,The Leftovers,1:49 PM,2:44 PM,1 hr 3 min,2015,TV-MA,Drama / Fantasy / Mystery / Thriller,2,8,International Assassin,"Kevin makes a strong-willed effort to rid himself of Patti and her influence on an unexpected field of battle, where a shocking, heart-rending choice is the definitive action that stands..."
115,HBOSIG,3,The Leftovers,2:44 PM,3:56 PM,55 min,2015,TV-MA,Drama / Fantasy / Mystery / Thriller,2,9,Ten Thirteen,A personal loss that left Meg irreconcilable  motivates her pilgrimage to Miracle to find shelter and offers leads to why she decided to become an advocate for the Guilty Remnant; Tom hopes to...
116,HBOZON,2,Eddington,,,2 hrs 28 min,2025,R,,,,,"The worry and uncertainty of the pandemic have left the residents of a small New Mexico town uneasy, so when a family is suddenly found murdered in their home, it pits neighbor against..."
116,HBOZON,3,Final Destination: Bloodlines,2:14 PM,4:03 PM,1 min,2025,R,,,,,"After being plagued by violent and recurring nightmares, a college student races back home to find the one person she believes could help her break the cycle of death and save her family from..."
117,5STMAX,2,Godzilla vs. Gigan,1:41 PM,3:07 PM,1 hr 30 min,1972,PG,Action / Family / Sci-Fi,,,,"When an evil alien plot to conquer the world using Gigan and King Ghidrah surfaces, Godzilla and Anguirus must join forces to save humanity from destruction."
117,5STMAX,3,Son of Godzilla,3:07 PM,5:06 PM,1 hr 26 min,1967,,Adventure / Comedy / Fantasy / Sci-Fi,,,,Scientists on a remote island encounter deadly giant mantises and a recently hatched baby Godzilla.
118,ACTMAX,2,Heretic,2:29 PM,3:57 PM,1 hr 52 min,2024,R,Horror / Thriller,,,,"Two young women are excited to discuss the importance of faith with a man who invites them into his home, but they become fearful for their lives when they learn that the man has suddenly..."
119,CINEMAX,2,Happy Death Day,2:24 PM,3:57 PM,1 hr 37 min,2017,PG-13,Comedy / Horror / Mystery / Thriller,,,,"A young female college student continually relives the day of her murder, including both the ordinary circumstances and its terrifying conclusion, dying a different way each time, until she is..."
120,MOMAX,2,Shot Caller,2:17 PM,3:49 PM,2 hrs 1 min,2017,R,Crime / Thriller / Drama,,,,"A fresh-out-of-prison, ruthless gangster must accept the demands of his gang to coordinate a major crime with a vicious rival organization on the streets of southern California, navigating a..."
121,ParSHO,2,Faster,1:50 PM,3:45 PM,1 hr 45 min,2010,R,Action / Crime / Thriller / Drama,,,,"A man tries to take revenge on the people he holds responsible for mistakes during a bank heist that caused his brother's death, but while he hunts, he is tracked by a cop who is close to..."
122,SHO2,1,Daniela Forever,1:00 PM,3:00 PM,2 hrs,2025,R,,,,,"After the death of his beloved girlfriend, a grieving man is given a new type of drug that invokes lucid dreams in an effort to help him overcome his pain, but mistreatment of the drug..."
122,SHO2,2,Daniela Forever,3:00 PM,5:00 PM,2 hrs,2025,R,,,,,"After the death of his beloved girlfriend, a grieving man is given a new type of drug that invokes lucid dreams in an effort to help him overcome his pain, but mistreatment of the drug..."
123,SHOBET,2,Undisputed,2:50 PM,4:05 PM,1 hr 35 min,2002,R,Action / Crime / Drama / Sport,,,,A top-ranked heavyweight professional boxing champion is convicted of rape and sent to prison where he decides to fight in a match for the prison boxing title after a violent confrontation...
124,SHOWEX,2,The Comeback Trail,3:10 PM,4:35 PM,1 hr 50 min,2020,R,Comedy / Crime,,,,"Two movie producers become indebted to the mob, so they attempt to save themselves by setting up an aging actor for an insurance scam."
125,SHOWFAM,2,Star Trek: Insurrection,1:45 PM,3:10 PM,1 hr 45 min,1998,G,Action / Adventure / Sci-Fi / Thriller,,,,Captain Picard and the crew of the Enterprise must leap into action when the Federation risks the destruction of a planet belonging to a peaceful race of people in an attempt to gain access to...
125,SHOWFAM,3,Star Trek: Insurrection,3:10 PM,5:00 PM,1 hr 45 min,1998,G,Action / Adventure / Sci-Fi / Thriller,,,,Captain Picard and the crew of the Enterprise must leap into action when the Federation risks the destruction of a planet belonging to a peaceful race of people in an attempt to gain access to...
126,SHOWNEXT,2,Everybody Wants Some!!,1:35 PM,3:15 PM,2 hrs,2016,R,Comedy,,,,"A hotshot high school pitcher becomes a member of a successful Texas college team in the fall of 1980, where he and his rambunctious and frequently irresponsible team mates will be required to..."
126,SHOWNEXT,3,Good Burger,3:15 PM,5:00 PM,1 hr 40 min,1997,PG,Comedy / Family,,,,"The longstanding prosperity of a humble hometown burger joint comes under considerable threat from competition, when a massively funded fast-food franchise opens up their business across the..."
127,SHOCSE,2,Virtuosity,1:50 PM,3:15 PM,1 hr 50 min,1995,R,Action / Crime / Thriller / Sci-Fi,,,,"A former cop now residing in prison is asked to test a virtual reality system that is intended to train police officers, but a bad guy made up of the world's worst serial killers enters the..."
127,SHOCSE,3,Virtuosity,3:15 PM,5:05 PM,1 hr 50 min,1995,R,Action / Crime / Thriller / Sci-Fi,,,,"A former cop now residing in prison is asked to test a virtual reality system that is intended to train police officers, but a bad guy made up of the world's worst serial killers enters the..."
128,SHOWWOM,2,Would You Rather,1:40 PM,3:35 PM,1 hr 35 min,2012,,Horror / Thriller,,,,"When her brother suffers from a severe case of leukemia, a young woman decides to participate in a deadly game called ""Would You Rather,"" which is hosted by a brutal aristocrat that takes..."
129,FLIX-E,2,Scream 3,2:30 PM,4:15 PM,2 hrs,2000,R,,,,,"As a production company starts work on Stab 3, Sydney's now peaceful life is interrupted by yet another knife-wielding masked killer as she and her friends begin to realize that they are..."
131,TMCXTRA,2,Black Lotus,3:00 PM,4:30 PM,1 hr 35 min,2023,,Action / Adventure / Drama / Thriller,,,,A former special forces agent attempting to move on from his former life discovers that his friend's young daughter has been kidnapped and decides to do everything he can to find her and bring...
132,STARZ,2,Bait,1:34 PM,3:22 PM,2 hrs 3 min,2000,R,Action / Comedy / Crime / Thriller,,,,"After his dying cellmate gives him a mysterious clue about the location of a $42-million depository of stolen gold, a petty New York thief is unwittingly used by the FBI to draw out the..."
132,STARZ,3,The Man in the White Van,3:22 PM,5:36 PM,1 hr 48 min,2024,PG-13,,,,,"A rebellious young girl in a small little town in Florida raises concerns about an enigmatic white van, which many see as an attention-seeking ploy, but she becomes fearful for her life when..."
133,STARZCIN,2,Escape From Pretoria,2:07 PM,4:00 PM,1 hr 47 min,2020,PG-13,Action / Biography / Crime / Mystery / Thriller,,,,"During the tumultuous apartheid days of South African, two white South Africans get imprisoned for working on behalf of the African National Congress, but the pair soon becomes determined to..."
134,STARZCOM,2,High School,1:55 PM,3:22 PM,1 hr 41 min,2012,R,Comedy,,,,"After a soon-to-be valedictorian named Henry Burke smokes marijuana for the first time, it coincides with a new, mandatory drug test for all students at his school, so he and his friends set..."
134,STARZCOM,3,Hi-Life,3:22 PM,5:31 PM,1 hr 27 min,1998,R,Comedy / Romance,,,,"A man who desperately wants to become an actor puts all his options on the table in order to get out of the shadow of a dangerous bookie to whom he is indebted, and he decides to go to any..."
135,STARZED,2,Mercenaries,1:32 PM,3:26 PM,1 hr 38 min,2012,R,Action / Drama,,,,"After the Prime Minister of Serbia is assassinated, an ex-British serviceman turned mercenary and an elite special ops team is sent to Europe to rescue a kidnapped U.S. ambassador before the..."
135,STARZED,3,Crave,3:26 PM,4:48 PM,1 hr 54 min,2013,,,,,,"A deeply disturbed crime scene photographer teeters on the edge self destruction and insanity as he creates a fantasy world to escape the harsh realities of the city, then a friendly officer..."
137,STARZFAM,2,The Magic of the Golden Bear: Goldy III,1:33 PM,3:01 PM,1 hr 46 min,1994,G,Adventure / Comedy / Family,,,,A failing magician tries to trick an orphan girl out of her pet bear.
137,STARZFAM,3,My Dog the Champion,3:01 PM,4:38 PM,1 hr 28 min,2013,G,Drama / Family,,,,"A city teenager is forced to live on her grandfather's farm while her mother works overseas, and when she discovers that her family needs money to save the farm, she trains for an upcoming dog..."
138,ENCORE,2,The Strangers: Chapter 2,1:31 PM,3:06 PM,1 hr 42 min,2025,R,,,,,"After surviving an attack against a group of masked killers, a young woman discovers that the psychopaths have returned with plans to finish the job."
138,ENCORE,3,The Strangers: Chapter 3,3:06 PM,4:26 PM,1 hr 35 min,2026,R,,,,,"Maya faces the masked killers one last time in a brutal, full-circle reckoning of survival and revenge."
139,ENCORFM,2,Girl in Progress,1:36 PM,3:06 PM,1 hr 34 min,2012,PG-13,,,,,"As single mom Grace juggles work, bills, and her affair with a married doctor, her daughter, Ansiedad, plots a shortcut to adulthood after finding inspiration in the coming-of-age stories..."
139,ENCORFM,3,Joey and Ella,3:06 PM,4:57 PM,1 hr 30 min,2021,G,Family,,,,"A worldly teenager stumbles upon a baby kangaroo that has been separated from its mother and inadvertently forced into being part of a jewelry heist, but several people try to stop her from..."
140,ENCORSS,2,The Woman in Green,2:24 PM,3:53 PM,1 hr 9 min,1945,PG,Crime / Mystery / Drama / Horror,,,,Scotland Yard turns to Sherlock Holmes for assistance when they begin to receive the severed fingers of four women who are murdered; his investigation uncovers a bizarre trail that includes...
141,ENCRACT,2,The Grudge 2,1:51 PM,3:16 PM,1 hr 43 min,2006,PG-13,Horror / Thriller,,,,"A woman travels from the United States to Tokyo to bring her sister home and crosses the path of the dark spirit that was released when the building where it resided was burned, giving it the..."
141,ENCRACT,3,The Grudge 2,3:16 PM,5:04 PM,1 hr 43 min,2006,PG-13,Horror / Thriller,,,,"A woman travels from the United States to Tokyo to bring her sister home and crosses the path of the dark spirit that was released when the building where it resided was burned, giving it the..."
142,ENCRBL,2,The Hunting Party,2:43 PM,4:42 PM,1 hr 42 min,2007,R,Adventure / War / Comedy / Drama / Thriller,,,,"A successful journalist is reunited with his now-discredited former boss as they set out on a mission to locate and interview an infamous war criminal in hiding, but the situation takes a..."
143,ENCRCL,2,Macbeth,1:58 PM,3:45 PM,1 hr 54 min,2015,R,Drama / History / War,,,,"Consumed with ambition and greed after receiving a prophecy from three witches, a Scottish lord murders the king of Scotland and takes the throne for himself, but he soon becomes paranoid as a..."
144,ENCRWST,2,Shotgun,2:42 PM,3:51 PM,1 hr 21 min,1955,,Western,,,,"When a sheriff goes up against an outlaw, the situation is complicated by the fact that they both love the same woman."
145,MGM+,2,The Westies,1:55 PM,3:25 PM,50 min,2026,,,,,,"Sweeney strikes a deal with Castellano: rob a Colombian disco and Flanagan walks free; Bridget seeks counsel about Cahill, while Keenan investigates the killing of a cop in Boston."
145,MGM+,3,A House on the Bayou,3:25 PM,5:00 PM,1 hr 30 min,2021,TV-MA,Horror / Mystery / Thriller,,,,"A couple and their daughter travel to rural Louisiana for an idyllic getaway at a remote mansion, where an uninvited group of worryingly courteous neighbors arrive and sends the family down a..."
147,MGM+HIT,2,Boo! A Madea Halloween,2:05 PM,4:00 PM,1 hr 45 min,2016,PG-13,Comedy / Drama / Horror / Mystery,,,,"When she must keep an eye on a group of mischievous, misbehaving teenagers on Halloween night, the tough, no-nonsense Madea is forced to go to great lengths in order to go up against killers,..."
148,MGM+MAR,2,The Keep,3:05 PM,5:00 PM,1 hr 40 min,1983,R,Drama / Fantasy / Horror,,,,A company of Nazi soldiers who have been charged with keeping watch over a Romanian citadel are forced to turn to a knowledgeable Jewish man and his daughter for help after an evil force is...
